Model,New,Old,Diff.
16710,36.261,30.6273,5.6336
12963,20.2415,25.879,5.6375
13246,20.2415,25.879,5.6375
5397,45.896,51.5382,5.6421
5536,45.896,51.5382,5.6421
4529,129.8949,124.2507,5.6442
4365,129.8949,124.2507,5.6442
3887,30.1535,35.8001,5.6466
3888,30.1535,35.8001,5.6466
16302,24.9471,19.2978,5.6492
17578,4.5205,10.1915,5.6709
5006,69.0285,63.3565,5.672
5011,69.0285,63.3565,5.672
8964,15.6442,21.3282,5.684
8849,15.6442,21.3282,5.684
16452,134.4948,128.8012,5.6936
16168,134.4948,128.8012,5.6936
16124,36.3294,30.629,5.7004
16711,36.3294,30.629,5.7004
8842,56.4678,62.1798,5.712
7752,98.6357,92.9236,5.712
8930,56.4678,62.1798,5.712
7544,98.6357,92.9236,5.712
5206,33.912,39.6247,5.7127
5180,33.912,39.6247,5.7127
18301,166.7732,161.0566,5.7166
18579,166.7732,161.0566,5.7166
4128,65.8702,60.1507,5.7194
4225,65.8702,60.1507,5.7194
6965,5.0402,10.7655,5.7252
7330,5.0402,10.7655,5.7252
8733,191.8676,186.1389,5.7286
8585,191.8676,186.1389,5.7286
14667,19.5141,25.2432,5.7291
13775,183.7578,178.026,5.7318
13700,183.7578,178.026,5.7318
13763,177.8108,172.0779,5.7329
13698,177.8108,172.0779,5.7329
6039,34.0495,39.791,5.7414
6077,34.0495,39.791,5.7414
16117,37.054,31.3091,5.7448
16719,37.054,31.3091,5.7448
16459,154.7661,149.0141,5.7519
16183,154.7661,149.0141,5.7519
13618,71.604,65.848,5.7559
1283,3.325,9.0857,5.7606
13178,149.3796,143.611,5.7685
13479,149.3796,143.611,5.7685
13714,21.3451,27.1157,5.7706
10399,112.2892,106.5118,5.7774
10494,112.2892,106.5118,5.7774
17309,42.8524,37.0737,5.7787
17861,20.2119,25.9922,5.7803
17859,20.2119,25.9922,5.7803
9294,74.838,69.0558,5.7821
890,1.7977,7.5918,5.7941
4386,252.5181,246.7155,5.8025
4251,252.5181,246.7155,5.8025
5105,202.4712,208.2749,5.8036
5246,202.4712,208.2749,5.8036
7991,98.5021,92.6947,5.8073
8088,98.5021,92.6947,5.8073
12866,185.2395,179.4263,5.8131
13474,185.2395,179.4263,5.8131
3777,20.8586,26.6815,5.8228
3776,20.8586,26.6815,5.8228
18228,39.5258,33.6777,5.848
17293,51.962,46.1113,5.8507
11533,131.7923,125.9414,5.8508
11639,131.7923,125.9414,5.8508
7374,76.174,82.0264,5.8523
7370,76.174,82.0264,5.8523
11036,33.6584,39.5115,5.8531
10991,33.6584,39.5115,5.8531
5425,49.2356,55.0902,5.8546
5585,49.2356,55.0902,5.8546
11402,63.0947,57.2399,5.8547
10974,63.0947,57.2399,5.8547
14816,12.6981,18.5543,5.8561
9214,160.2532,154.3932,5.8599
9463,160.2532,154.3932,5.8599
10043,54.9386,60.7988,5.8601
9984,54.9386,60.7988,5.8601
10643,42.6058,36.7383,5.8674
10622,42.6058,36.7383,5.8674
5890,31.8091,37.6771,5.868
5891,31.8091,37.6771,5.868
4876,106.0685,100.189,5.8794
4925,106.0685,100.189,5.8794
14444,24.4492,30.3346,5.8853
9313,31.1901,25.2951,5.895
9396,31.1901,25.2951,5.895
669,4.1581,10.0535,5.8954
5578,94.5265,88.6302,5.8962
5402,94.5265,88.6302,5.8962
9762,48.0021,42.1021,5.8999
9851,48.0021,42.1021,5.8999
3682,28.9551,34.8609,5.9057
3673,28.9551,34.8609,5.9057
5414,56.1944,62.1025,5.9081
5468,56.1944,62.1025,5.9081
13167,150.5186,144.6054,5.9132
13407,150.5186,144.6054,5.9132
7159,14.8984,20.8177,5.9192
6921,14.8984,20.8177,5.9192
13402,92.7262,86.8027,5.9235
12800,92.7262,86.8027,5.9235
4134,55.4769,49.5529,5.9239
4133,55.4769,49.5529,5.9239
13840,184.5736,178.6468,5.9267
13710,184.5736,178.6468,5.9267
17012,51.0697,45.1423,5.9274
17349,51.0697,45.1423,5.9274
8116,51.0675,45.1374,5.93
8066,51.0675,45.1374,5.93
9306,36.3629,42.293,5.9301
9398,36.3629,42.293,5.9301
16674,18.2712,24.2189,5.9477
16361,18.2712,24.2189,5.9477
11595,180.1494,174.1943,5.9551
11525,180.1494,174.1943,5.9551
14585,29.8708,35.826,5.9552
9066,63.8321,69.7878,5.9557
9067,63.8321,69.7878,5.9557
16123,52.7429,46.7865,5.9563
16704,52.7429,46.7865,5.9563
17805,46.6719,52.6288,5.9568
10932,34.0422,40.0011,5.9589
11217,34.0422,40.0011,5.9589
16414,147.7426,141.78,5.9625
16251,147.7426,141.78,5.9625
11273,22.5769,28.5394,5.9625
18414,147.5747,141.6112,5.9635
18357,147.5747,141.6112,5.9635
763,2.7209,8.6884,5.9674
7788,160.4881,154.5205,5.9676
7458,160.4881,154.5205,5.9676
9839,84.5648,90.5472,5.9823
9835,84.5648,90.5472,5.9823
11030,35.4907,41.4841,5.9934
10989,35.4907,41.4841,5.9934
5527,19.4762,25.4709,5.9947
5532,19.4762,25.4709,5.9947
6338,40.0864,34.0899,5.9965
6346,40.0864,34.0899,5.9965
18417,149.4841,143.4836,6.0005
18361,149.4841,143.4836,6.0005
17562,34.2639,40.2717,6.0078
17909,34.2639,40.2717,6.0078
5737,19.4871,25.4957,6.0085
5935,19.4871,25.4957,6.0085
5310,38.7637,44.7729,6.0091
5318,38.7637,44.7729,6.0091
11376,24.9622,30.972,6.0097
11011,24.9622,30.972,6.0097
3509,8.387,14.399,6.012
9404,74.8693,68.8399,6.0293
5144,61.167,67.2001,6.0331
5258,61.167,67.2001,6.0331
13120,195.3716,189.338,6.0336
13427,195.3716,189.338,6.0336
16619,83.6807,89.7156,6.0348
16323,83.6807,89.7156,6.0348
3867,17.4783,23.5143,6.036
3868,17.4783,23.5143,6.036
6497,58.3942,52.3493,6.0448
6498,58.3942,52.3493,6.0448
10016,48.4518,54.5174,6.0656
10192,48.4518,54.5174,6.0656
10169,133.4253,127.3589,6.0664
10083,133.4253,127.3589,6.0664
14516,3.4306,9.5022,6.0716
17472,39.9351,33.8526,6.0825
17536,22.0184,28.1016,6.0832
17763,22.0184,28.1016,6.0832
5852,15.6086,21.7063,6.0976
5762,15.6086,21.7063,6.0976
5291,62.5821,56.4842,6.0979
5357,62.5821,56.4842,6.0979
14544,4.621,10.737,6.116
7063,183.7737,177.6517,6.122
7045,183.7737,177.6517,6.122
17031,38.4191,32.2897,6.1294
16178,172.6188,166.4747,6.1441
16464,172.6188,166.4747,6.1441
10651,67.3637,61.219,6.1446
10650,67.3637,61.219,6.1446
9904,50.3729,44.2276,6.1453
10109,50.3729,44.2276,6.1453
16547,169.8873,163.7382,6.149
16243,169.8873,163.7382,6.149
9671,28.4786,34.6306,6.152
9510,28.4786,34.6306,6.152
13424,194.5628,188.4076,6.1552
13134,194.5628,188.4076,6.1552
5940,25.2299,31.3861,6.1562
5724,25.2299,31.3861,6.1562
6062,2.223,8.384,6.161
9957,83.3242,77.1592,6.165
9972,83.3242,77.1592,6.165
16491,144.8284,138.661,6.1673
16226,144.8284,138.661,6.1673
17294,119.7995,125.9694,6.1699
7805,86.0877,92.2613,6.1735
7422,86.0877,92.2613,6.1735
13758,21.3451,27.5277,6.1826
10858,93.5224,87.3387,6.1837
11179,93.5224,87.3387,6.1837
5954,36.8763,43.0602,6.1839
5728,36.8763,43.0602,6.1839
5444,51.6889,45.5027,6.1861
13738,83.3058,77.1159,6.1899
13771,83.3058,77.1159,6.1899
9853,56.238,50.0446,6.1933
9750,56.238,50.0446,6.1933
17856,18.5174,24.7266,6.2092
17853,18.5174,24.7266,6.2092
616,12.6743,18.8883,6.214
16293,28.1353,21.916,6.2193
16425,75.9802,69.7521,6.228
16216,75.9802,69.7521,6.228
3546,17.4448,23.6838,6.2389
3445,17.4448,23.6838,6.2389
14794,15.0482,21.2887,6.2404
13157,195.8085,189.5675,6.2409
13429,195.8085,189.5675,6.2409
17030,39.087,32.8343,6.2526
18602,169.2548,162.9944,6.2604
18324,169.2548,162.9944,6.2604
9743,120.0381,113.7694,6.2686
9872,120.0381,113.7694,6.2686
11584,187.0757,180.8065,6.2692
11526,187.0757,180.8065,6.2692
11010,18.9197,25.2011,6.2814
11048,18.9197,25.2011,6.2814
14671,23.0776,29.3629,6.2853
18509,169.2649,162.9749,6.2899
18338,169.2649,162.9749,6.2899
4894,47.7574,54.0621,6.3046
4927,47.7574,54.0621,6.3046
16705,72.1858,65.8768,6.309
16128,72.1858,65.8768,6.309
13789,210.9754,204.6652,6.3101
13851,210.9754,204.6652,6.3101
782,2.7368,9.0487,6.3118
7047,198.097,191.774,6.3229
7061,198.097,191.774,6.3229
5167,41.5582,47.8815,6.3232
5159,41.5582,47.8815,6.3232
5179,19.4568,25.7826,6.3257
5248,19.4568,25.7826,6.3257
9302,16.2941,22.6241,6.33
9371,16.2941,22.6241,6.33
5204,58.8373,65.1688,6.3314
5139,58.8373,65.1688,6.3314
10614,65.5031,59.1705,6.3326
10641,65.5031,59.1705,6.3326
11163,18.6478,24.9856,6.3378
11092,18.6478,24.9856,6.3378
16070,20.6915,27.0301,6.3385
16413,20.6915,27.0301,6.3385
5045,98.2624,91.9129,6.3494
4868,98.2624,91.9129,6.3494
689,19.7239,26.0768,6.3529
16182,169.9313,163.5775,6.3537
16455,169.9313,163.5775,6.3537
13200,31.5542,37.9087,6.3545
12923,31.5542,37.9087,6.3545
10901,114.1543,120.5099,6.3555
10771,114.1543,120.5099,6.3555
7367,82.801,89.1599,6.3588
7372,82.801,89.1599,6.3588
16220,178.5273,172.1675,6.3598
16419,178.5273,172.1675,6.3598
17543,21.0957,27.4654,6.3697
17965,21.0957,27.4654,6.3697
13770,81.5071,75.1076,6.3995
13732,81.5071,75.1076,6.3995
10038,48.4889,54.8989,6.41
9985,48.4889,54.8989,6.41
13617,59.0363,52.6245,6.4117
9983,33.522,39.9341,6.4121
10188,33.522,39.9341,6.4121
7935,42.3023,48.7216,6.4192
7681,42.3023,48.7216,6.4192
8251,19.8037,26.2242,6.4205
8127,19.8037,26.2242,6.4205
8253,19.8037,26.2243,6.4206
8252,19.8037,26.2243,6.4206
13711,175.5503,169.1255,6.4247
13883,175.5503,169.1255,6.4247
6373,54.8494,48.4204,6.4289
6375,54.8494,48.4204,6.4289
11594,182.3413,175.912,6.4293
11524,182.3413,175.912,6.4293
13233,177.2541,170.8242,6.4298
12852,177.2541,170.8242,6.4298
3547,17.7329,24.1706,6.4376
3446,17.7329,24.1706,6.4376
14593,16.9224,23.3752,6.4528
13463,162.64,156.1786,6.4614
12824,162.64,156.1786,6.4614
8713,34.2988,40.7613,6.4625
8431,34.2988,40.7613,6.4625
8677,209.4345,202.9675,6.467
8752,209.4345,202.9675,6.467
3584,26.6206,33.0898,6.4692
3695,26.6206,33.0898,6.4692
10509,33.4219,39.8931,6.4711
10390,33.4219,39.8931,6.4711
5244,19.4972,25.9688,6.4715
5305,19.4972,25.9688,6.4715
9736,137.8509,131.3767,6.4742
9637,137.8509,131.3767,6.4742
16723,37.6185,31.1432,6.4753
16110,37.6185,31.1432,6.4753
7016,40.9429,47.42,6.4771
695,29.7689,36.2505,6.4815
10980,30.135,36.6173,6.4823
11029,30.135,36.6173,6.4823
5823,81.5471,75.0608,6.4863
5961,81.5471,75.0608,6.4863
16112,34.554,28.0555,6.4985
13164,110.0507,103.5506,6.5
13163,110.0507,103.5506,6.5
10061,24.5429,31.0461,6.5032
9785,89.4445,82.94,6.5045
9703,89.4445,82.94,6.5045
13400,118.9284,112.4187,6.5096
12901,118.9284,112.4187,6.5096
11269,17.2699,23.7915,6.5215
11244,17.2699,23.7915,6.5215
13401,118.3185,111.7937,6.5248
12965,118.3185,111.7937,6.5248
13050,183.3005,176.7722,6.5282
13414,183.3005,176.7722,6.5282
11205,102.0512,95.5189,6.5322
10857,102.0512,95.5189,6.5322
11641,39.2409,32.7085,6.5324
11556,39.2409,32.7085,6.5324
14613,34.168,40.7034,6.5353
5268,22.3576,15.8211,6.5364
18582,150.5425,144.0026,6.5398
18308,150.5425,144.0026,6.5398
14533,30.933,37.4798,6.5467
6161,33.0714,39.6224,6.5509
6159,33.0714,39.6224,6.5509
4044,82.1933,75.638,6.5553
3980,82.1933,75.638,6.5553
5403,68.4722,75.0291,6.5569
8300,25.1283,31.6911,6.5627
8301,25.1283,31.6911,6.5627
9240,74.8693,68.2995,6.5698
13412,178.7317,172.1611,6.5705
13102,178.7317,172.1611,6.5705
12855,43.1389,49.7213,6.5823
13250,43.1389,49.7213,6.5823
16224,163.16,156.5735,6.5864
16417,163.16,156.5735,6.5864
18202,43.4284,50.0199,6.5915
620,14.0627,20.657,6.5943
17021,26.8414,33.4397,6.5983
17340,26.8414,33.4397,6.5983
17342,26.8414,33.4397,6.5983
17013,26.8414,33.4397,6.5983
13858,87.1531,80.552,6.601
13685,87.1531,80.552,6.601
6930,26.843,33.4472,6.6041
6938,26.843,33.4472,6.6041
11272,22.5769,29.1953,6.6184
11008,22.5769,29.1953,6.6184
1399,5.3673,11.99,6.6227
4593,66.3621,72.9905,6.6284
9755,49.5788,42.9465,6.6322
9582,49.5788,42.9465,6.6322
13689,125.6867,119.0484,6.6382
13856,125.6867,119.0484,6.6382
9276,103.5807,96.9397,6.6409
9453,103.5807,96.9397,6.6409
17098,209.1937,202.5526,6.641
17376,209.1937,202.5526,6.641
17299,41.9943,35.3525,6.6418
17449,41.9943,35.3525,6.6418
7000,90.5959,83.9468,6.649
6949,90.5959,83.9468,6.649
708,16.9817,23.636,6.6543
13823,193.3714,186.7151,6.6562
13827,193.3714,186.7151,6.6562
6217,72.3075,78.9648,6.6573
6086,72.3075,78.9648,6.6573
10823,111.9196,118.58,6.6603
11248,111.9196,118.58,6.6603
10963,141.8274,135.1632,6.6642
10959,141.8274,135.1632,6.6642
1674,4.1482,10.8186,6.6704
17254,70.1358,63.4607,6.6751
17255,70.1358,63.4607,6.6751
13069,23.201,29.8841,6.683
12941,23.201,29.8841,6.683
9666,33.4141,40.1081,6.6939
9516,33.4141,40.1081,6.6939
13869,129.9987,123.2914,6.7073
13680,129.9987,123.2914,6.7073
6138,44.6301,51.3384,6.7083
6140,44.6301,51.3384,6.7083
10607,33.9631,40.6727,6.7095
10606,33.9631,40.6727,6.7095
10033,46.0398,52.7521,6.7123
18303,186.4176,179.7028,6.7148
18576,186.4176,179.7028,6.7148
5782,18.6312,25.3505,6.7192
5948,18.6312,25.3505,6.7192
8807,22.2593,28.9791,6.7197
9162,22.2593,28.9791,6.7197
9163,22.2592,28.9791,6.7198
8936,22.2592,28.9791,6.7198
13107,178.6565,171.927,6.7294
13115,178.6565,171.927,6.7294
17887,69.9869,76.717,6.73
5989,42.4613,49.1937,6.7323
5986,42.4613,49.1937,6.7323
11367,207.7925,214.5274,6.7348
11368,207.7925,214.5274,6.7348
10862,65.61,58.8729,6.7371
11159,65.61,58.8729,6.7371
16005,33.4436,40.1816,6.7379
16435,33.4436,40.1816,6.7379
18323,123.7815,117.0341,6.7474
18503,123.7815,117.0341,6.7474
10990,36.1447,42.9034,6.7586
11035,36.1447,42.9034,6.7586
5476,51.0123,57.7719,6.7596
5517,51.0123,57.7719,6.7596
5467,38.8802,45.6498,6.7696
9524,44.7524,51.5228,6.7703
9532,44.7524,51.5228,6.7703
13482,194.1735,187.3932,6.7803
13149,194.1735,187.3932,6.7803
16056,128.9816,122.1967,6.7849
16383,128.9816,122.1967,6.7849
14546,31.3456,38.1565,6.8109
8250,18.8208,25.6403,6.8194
8249,18.8207,25.6402,6.8194
8247,18.8208,25.6403,6.8194
8248,18.8207,25.6402,6.8194
17762,32.7846,39.605,6.8204
17576,32.7846,39.605,6.8204
734,15.4454,22.267,6.8216
17161,184.1588,177.3203,6.8385
17160,184.1588,177.3203,6.8385
10435,58.1274,64.9671,6.8397
10604,58.1274,64.9671,6.8397
11657,139.4083,132.5676,6.8406
11560,139.4083,132.5676,6.8406
8768,103.1255,109.9697,6.8441
8672,103.1255,109.9697,6.8441
13114,97.745,90.894,6.8509
13104,97.745,90.894,6.8509
13020,169.5201,162.6624,6.8577
13300,169.5201,162.6624,6.8577
4023,31.8427,38.7149,6.8721
4226,31.8427,38.7149,6.8721
10446,61.2977,68.1772,6.8795
10550,61.2977,68.1772,6.8795
7209,55.8039,62.6994,6.8954
9494,30.5172,37.4308,6.9135
9538,30.5172,37.4308,6.9135
3268,18.5657,25.4813,6.9155
3366,18.5657,25.4813,6.9155
7012,82.8934,89.8169,6.9234
7141,82.8934,89.8169,6.9234
4728,28.741,21.8155,6.9255
4726,28.741,21.8155,6.9255
5254,152.0684,145.1414,6.927
5114,152.0684,145.1414,6.927
16262,81.4074,74.4777,6.9296
16583,81.4074,74.4777,6.9296
9395,30.3933,23.4625,6.9307
9312,30.3933,23.4625,6.9307
4989,20.0485,26.9834,6.9349
4892,20.0485,26.9834,6.9349
17144,173.2451,166.3047,6.9403
17400,173.2451,166.3047,6.9403
17903,31.9287,38.8702,6.9414
17901,31.9287,38.8702,6.9414
8935,22.2592,29.2062,6.9469
8403,22.2592,29.2062,6.9469
13123,194.7805,187.8244,6.9561
13425,194.7805,187.8244,6.9561
16726,80.3678,73.4089,6.9588
16142,80.3678,73.4089,6.9588
5631,40.7741,47.7371,6.963
16234,161.5256,154.5594,6.9661
16556,161.5256,154.5594,6.9661
5280,120.8296,113.8631,6.9665
5279,120.8296,113.8631,6.9665
16671,93.8681,86.9005,6.9675
16499,141.3899,134.4219,6.968
16162,141.3899,134.4219,6.968
5956,72.5899,79.5589,6.9689
5739,72.5899,79.5589,6.9689
5316,50.0396,57.0105,6.9708
5313,50.0396,57.0105,6.9708
8161,165.5395,158.5677,6.9718
8004,165.5395,158.5677,6.9718
13779,76.8036,69.819,6.9846
13735,76.8036,69.819,6.9846
7787,156.2352,149.2499,6.9853
7457,156.2352,149.2499,6.9853
4011,73.469,80.4622,6.9932
4083,73.469,80.4622,6.9932
9852,55.4027,48.4011,7.0016
9751,55.4027,48.4011,7.0016
16504,167.5568,160.5418,7.0149
16212,167.5568,160.5418,7.0149
6909,39.9868,47.0074,7.0206
7154,39.9868,47.0074,7.0206
17524,85.2359,92.262,7.026
17730,85.2359,92.262,7.026
4922,123.7156,116.6886,7.027
4834,123.7156,116.6886,7.027
4727,28.7705,21.7426,7.0279
11602,38.9671,46.0015,7.0343
11572,38.9671,46.0015,7.0343
18538,40.8361,47.8785,7.0424
18450,40.8361,47.8785,7.0424
8951,46.9682,54.0246,7.0563
8870,46.9682,54.0246,7.0563
8687,20.7659,27.8231,7.0571
8718,20.7659,27.8231,7.0571
9433,50.6633,43.5977,7.0656
9337,50.6633,43.5977,7.0656
6435,25.0397,32.1171,7.0774
6286,25.0397,32.1171,7.0774
16576,181.294,174.2137,7.0803
16196,181.294,174.2137,7.0803
3967,148.0193,155.1052,7.0859
8845,85.6619,92.7487,7.0868
8848,85.6619,92.7487,7.0868
18506,177.1059,170.0149,7.0909
18321,177.1059,170.0149,7.0909
9854,57.5119,50.42,7.0918
9550,57.5119,50.42,7.0918
13147,193.0071,185.9147,7.0923
13467,193.0071,185.9147,7.0923
3372,17.9368,25.0366,7.0998
3304,17.9368,25.0366,7.0998
6091,31.9063,39.0128,7.1064
6058,31.9063,39.0128,7.1064
3303,17.8657,24.9788,7.1131
3373,17.8657,24.9788,7.1131
3323,17.9218,25.0375,7.1156
3313,17.9218,25.0375,7.1156
3325,17.9216,25.0373,7.1157
3310,17.9216,25.0373,7.1157
3312,17.9215,25.0373,7.1157
3324,17.9215,25.0373,7.1157
10324,84.9203,77.7992,7.121
10361,84.9203,77.7992,7.121
3322,17.9573,25.0881,7.1308
3311,17.9573,25.0881,7.1308
5408,81.3826,88.5151,7.1324
5544,81.3826,88.5151,7.1324
3371,17.9045,25.0378,7.1332
3305,17.9045,25.0378,7.1332
18507,174.5379,167.4038,7.134
18322,174.5379,167.4038,7.134
17157,185.5256,178.3838,7.1418
17156,185.5256,178.3838,7.1418
8554,58.3168,51.1723,7.1445
8804,58.3168,51.1723,7.1445
13368,132.52,125.3738,7.1461
778,2.9917,10.1402,7.1485
7269,49.6416,56.7905,7.1488
7270,49.6416,56.7905,7.1488
16781,15.5635,22.7403,7.1767
16506,15.5635,22.7403,7.1767
9537,46.7662,53.9479,7.1816
9595,46.7662,53.9479,7.1816
10557,49.5829,56.7651,7.1821
10443,49.5829,56.7651,7.1821
10760,94.9482,87.7576,7.1906
11214,94.9482,87.7576,7.1906
16707,89.4492,82.2536,7.1955
16675,89.4492,82.2536,7.1955
9892,81.5684,74.3642,7.2042
9891,81.5684,74.3642,7.2042
13764,109.6041,102.3972,7.2068
13742,109.6041,102.3972,7.2068
13220,35.1004,42.3108,7.2103
13013,35.1004,42.3108,7.2103
9470,87.8237,80.6073,7.2164
9226,87.8237,80.6073,7.2164
6420,80.8129,73.5876,7.2252
6417,80.8129,73.5876,7.2252
8195,52.3499,59.5824,7.2324
8194,52.3499,59.5824,7.2324
11215,94.9772,87.7404,7.2368
10761,94.9772,87.7404,7.2368
8714,20.3417,27.5921,7.2503
8581,20.3417,27.5921,7.2503
10322,99.0332,91.7788,7.2544
10490,99.0332,91.7788,7.2544
764,6.2341,13.4966,7.2624
10429,38.6058,45.8768,7.271
10516,38.6058,45.8768,7.271
16065,29.1146,36.3886,7.274
16447,29.1146,36.3886,7.274
6966,59.7977,67.0838,7.286
7128,59.7977,67.0838,7.286
7118,27.0932,34.3838,7.2905
6946,27.0932,34.3838,7.2905
11277,22.8377,30.1368,7.299
13222,32.4958,39.7987,7.3029
12984,32.4958,39.7987,7.3029
16614,63.423,56.1083,7.3146
16613,63.423,56.1083,7.3146
7694,43.2476,50.5651,7.3175
7554,43.2476,50.5651,7.3175
17407,144.9802,137.6614,7.3188
17075,144.9802,137.6614,7.3188
5451,49.232,41.91,7.3219
5620,49.232,41.91,7.3219
739,31.1349,38.4731,7.3381
4449,338.0613,330.7212,7.34
4315,338.0613,330.7212,7.34
8706,73.706,66.354,7.3519
8881,73.706,66.354,7.3519
3545,21.1443,28.5064,7.3621
3488,21.1443,28.5064,7.3621
725,35.4192,42.7883,7.3691
6060,63.3766,70.7469,7.3703
6069,63.3766,70.7469,7.3703
13849,228.1226,220.7312,7.3913
13821,228.1226,220.7312,7.3913
7818,34.6845,27.2851,7.3993
7533,34.6845,27.2851,7.3993
7534,34.6872,27.2849,7.4022
7819,34.6872,27.2849,7.4022
18570,139.3479,131.9428,7.4051
18310,139.3479,131.9428,7.4051
9292,54.7279,47.3127,7.4151
4692,97.3617,89.9435,7.4182
4696,97.3617,89.9435,7.4182
7175,46.75,54.171,7.421
7015,46.75,54.171,7.421
1673,4.1482,11.5712,7.423
3535,19.1598,26.614,7.4542
3449,19.1598,26.614,7.4542
4887,57.6253,65.0915,7.4661
4928,57.6253,65.0915,7.4661
18593,187.0146,179.5465,7.468
18300,187.0146,179.5465,7.468
17756,33.7355,41.2066,7.4711
17520,33.7355,41.2066,7.4711
13329,155.3813,147.9088,7.4725
12966,155.3813,147.9088,7.4725
7169,35.8205,43.3031,7.4826
7102,35.8205,43.3031,7.4826
6079,42.2241,49.7076,7.4834
6041,42.2241,49.7076,7.4834
8498,93.1705,100.6595,7.489
8705,93.1705,100.6595,7.489
7936,19.4664,26.9569,7.4905
7932,19.4664,26.9569,7.4905
7586,28.1667,20.676,7.4906
10843,26.7368,34.2277,7.4909
10892,26.7368,34.2277,7.4909
16716,79.3476,71.8243,7.5233
16115,79.3476,71.8243,7.5233
5613,35.5098,27.9843,7.5255
5642,35.5098,27.9843,7.5255
5327,78.8511,86.3773,7.5261
17732,31.7633,39.2919,7.5285
17546,31.7633,39.2919,7.5285
13155,112.9023,105.3725,7.5297
12897,112.9023,105.3725,7.5297
10546,54.9533,47.4222,7.531
10470,54.9533,47.4222,7.531
9685,90.8089,98.343,7.534
9684,90.8089,98.343,7.534
11606,100.2067,92.6699,7.5367
11448,100.2067,92.6699,7.5367
16358,120.2837,127.8238,7.54
16688,120.2837,127.8238,7.54
3873,33.3193,25.769,7.5502
3874,33.3193,25.769,7.5502
8571,20.5599,28.1143,7.5544
8725,20.5599,28.1143,7.5544
18500,184.7064,177.1464,7.56
18340,184.7064,177.1464,7.56
17840,44.2985,51.8638,7.5653
17695,44.2985,51.8638,7.5653
13045,47.892,40.3055,7.5864
3487,21.1443,28.7326,7.5883
3544,21.1443,28.7326,7.5883
7929,21.1443,28.7327,7.5884
7928,21.1443,28.7327,7.5884
8862,187.1127,179.5081,7.6046
8857,187.1127,179.5081,7.6046
9667,20.9698,28.5745,7.6047
9515,20.9698,28.5745,7.6047
16164,126.9812,119.3759,7.6052
16679,126.9812,119.3759,7.6052
5617,44.5633,36.9481,7.6151
5445,44.5633,36.9481,7.6151
6223,63.0873,70.7054,7.618
6224,63.0873,70.7054,7.618
10442,50.3931,58.0184,7.6253
5145,151.8887,159.5242,7.6354
5235,151.8887,159.5242,7.6354
8811,22.6879,30.3271,7.6392
8418,22.6879,30.3271,7.6392
776,3.9631,11.6036,7.6405
3319,19.8261,27.4745,7.6483
3308,19.8261,27.4745,7.6483
7219,47.3747,55.0249,7.6501
6354,39.0583,31.4082,7.6501
7089,47.3747,55.0249,7.6501
6358,39.0583,31.4082,7.6501
5723,40.8844,48.54,7.6556
5938,40.8844,48.54,7.6556
8254,76.6571,84.3146,7.6574
8113,76.6571,84.3146,7.6574
8159,76.6562,84.3145,7.6582
8255,76.6562,84.3145,7.6582
3981,45.1978,52.8565,7.6587
4031,45.1978,52.8565,7.6587
4872,155.0095,147.3486,7.6609
4924,155.0095,147.3486,7.6609
3318,19.8069,27.4703,7.6634
3309,19.8069,27.4703,7.6634
5963,41.8438,49.5136,7.6697
5722,41.8438,49.5136,7.6697
15043,4.7379,12.4089,7.671
18332,184.8414,177.1643,7.677
18508,184.8414,177.1643,7.677
6072,33.1479,40.8276,7.6796
6047,33.1479,40.8276,7.6796
5452,54.6064,46.9215,7.6848
5616,54.6064,46.9215,7.6848
11430,116.3826,108.6871,7.6955
11662,116.3826,108.6871,7.6955
7142,158.888,151.1841,7.7039
7101,158.888,151.1841,7.7039
3307,19.8079,27.5141,7.7061
3321,19.8079,27.5141,7.7061
10430,35.0459,42.7596,7.7136
10517,35.0459,42.7596,7.7136
13612,83.509,75.783,7.7259
13017,175.8571,168.1294,7.7276
13446,175.8571,168.1294,7.7276
3320,19.7735,27.5075,7.734
3306,19.7735,27.5075,7.734
9399,49.4637,41.7279,7.7357
9338,49.4637,41.7279,7.7357
18586,156.0416,148.3036,7.738
18305,156.0416,148.3036,7.738
14459,20.8884,28.63,7.7416
9970,77.8959,85.639,7.7431
9908,77.8959,85.639,7.7431
8516,43.6719,51.4172,7.7453
8921,43.6719,51.4172,7.7453
8432,43.6738,51.4207,7.7468
8729,43.6738,51.4207,7.7468
17886,52.1954,59.9483,7.7528
9982,55.7803,63.5493,7.7689
10015,55.7803,63.5493,7.7689
6357,66.0922,73.863,7.7707
16241,178.468,170.695,7.773
16484,178.468,170.695,7.773
17767,27.2693,35.0509,7.7815
17531,27.2693,35.0509,7.7815
4666,105.5609,97.7708,7.79
4667,105.5609,97.7708,7.79
10831,20.3373,28.1537,7.8163
10914,20.3373,28.1537,7.8163
7192,73.5779,81.4299,7.8519
7194,73.5779,81.4299,7.8519
4948,53.3416,61.1975,7.8558
4832,53.3416,61.1975,7.8558
7132,22.9066,30.7635,7.8569
6961,22.9066,30.7635,7.8569
623,9.2235,17.0832,7.8597
18296,147.2165,139.3447,7.8718
18592,147.2165,139.3447,7.8718
18413,158.2971,150.4106,7.8864
18356,158.2971,150.4106,7.8864
16256,144.8494,136.9286,7.9207
16460,144.8494,136.9286,7.9207
17757,22.8786,30.8139,7.9353
